student_id,question_id,selected_option,correct_option,is_correct,mistake_type,correctness_reason,confidence_signal,key_concept
275200,Q1,C,C,True,None,The student correctly identified the name that would appear last alphabetically.,High,nan
275200,Q2,B,B,True,None,"The student correctly identified the analogy: Cow gives milk, Bees give honey.",High,nan
275200,Q3,A,A,True,None,The student successfully decoded 'EDITOR' using the reverse alphabetical substitution.,High,nan
275200,Q4,C,C,True,None,The student correctly determined the new direction after the given transformations.,High,nan
275200,Q5,C,C,True,None,The student correctly coded 'FORT' based on the provided letter-to-number mappings.,High,nan
275200,Q6,A,C,False,Conceptual,"The student incorrectly counted the number of composite numbers between 1 and 15; there are 8, not 7.",Low,nan
275200,Q7,D,D,True,None,The student correctly identified the expression that results in an odd number given even inputs for x and y.,High,nan
275200,Q8,C,C,True,None,The student correctly calculated the ratio of the place values of 6 and 4 in the given number.,High,nan
275200,Q9,D,B,False,Calculation,The student incorrectly calculated the sum of A and B after decomposing 24.125 into its fractional components; the correct sum is 110.,Low,nan
275200,Q10,A,A,True,None,The student correctly identified the true statements regarding integers.,High,nan
275200,Q11,B,B,True,None,The student correctly identified the least number that fits the form n(n+1)(n+3).,High,nan
275200,Q12,D,D,True,None,The student correctly identified the general form of an odd number.,High,nan
275200,Q13,C,C,True,None,The student correctly counted the number of even numerals when writing numbers from 291 to 300.,High,nan
275200,Q14,A,A,True,None,The student correctly found the difference between the largest and smallest four-digit numbers formed by the given digits.,High,nan
275200,Q15,B,B,True,None,The student correctly identified the statement that is not true for whole numbers.,High,nan
275200,Q16,A,A,True,None,The student correctly converted km/s to km/h.,High,nan
275200,Q17,D,D,True,None,The student correctly converted kilograms to milligrams.,High,nan
275200,Q18,C,B,False,Calculation,The student incorrectly converted km/h to m/s and expressed the answer in scientific notation; the exponent is off.,Low,nan
275200,Q19,A,B,False,Conceptual,"The student incorrectly identified a base SI unit; Candela is a base unit, Newton is derived.",Low,nan
275200,Q20,A,B,False,Conceptual,The student incorrectly represented Volts in terms of fundamental SI units.,Low,nan
275200,Q21,C,C,True,None,The student correctly identified the non-natural light source.,High,nan
275200,Q22,D,D,True,None,The student correctly identified the material that allows partial light transmission.,High,nan
275200,Q23,B,B,True,None,The student correctly identified the term for the area of complete light blockage.,High,nan
275200,Q24,B,C,False,Conceptual,"The student incorrectly predicted the shadow's direction at 10:00 AM, showing a misunderstanding of the sun's movement.",Low,nan
275200,Q25,B,B,True,None,The student correctly identified the mirror image of the figure.,High,nan
275200,Q26,A,A,True,None,The student correctly stated the molecular formula of water.,High,nan
275200,Q27,A,A,True,None,The student correctly identified water as a compound.,High,nan
275200,Q28,D,D,True,None,The student correctly identified the characteristics of water.,High,nan
275200,Q29,A,A,True,None,The student correctly identified the effect of dissolved impurities on water's freezing and boiling points.,High,nan
275200,Q30,A,A,True,None,The student correctly identified the temperature at which water has maximum density.,High,nan
275200,Q31,C,C,True,None,The student correctly identified condensation as the change of state from gas to liquid.,High,nan
275200,Q32,D,D,True,None,The student correctly identified the term for the number of atoms in a molecule.,High,nan
275200,Q33,C,C,True,None,The student correctly identified the freezing point definition.,High,nan
275200,Q34,B,D,False,Conceptual,"The student only identified 0 degrees Celsius as the freezing point, missing the equivalent Kelvin value.",Low,nan
275200,Q35,B,B,True,None,The student correctly defined density.,High,nan
275200,Q36,D,D,True,None,The student correctly identified the part of the plant responsible for pollen and seed production.,High,nan
275200,Q37,A,A,True,None,The student correctly identified sepals as the protective structure of a flower bud.,High,nan
275200,Q38,A,C,False,Conceptual,The student incorrectly associated the underground part of the plant with the shoot system instead of the root system.,Low,nan
275200,Q39,B,A,False,Conceptual,The student incorrectly associated reticulated venation with fibrous roots; reticulated venation corresponds to tap roots.,Low,nan
