student_id,question_id,selected_option,correct_option,is_correct,mistake_type,correctness_reason,confidence_signal,key_concept
9492280859,Q1,B,B,True,None,The student selected the correct answer B.,High,UNKNOWN
9492280859,Q2,B,C,False,Guess,"The student selected B, but the correct answer is C. No explanation provided.",Low,UNKNOWN
9492280859,Q3,B,B,True,None,The student selected the correct answer B.,High,UNKNOWN
9492280859,Q4,B,D,False,Guess,"The student selected B, but the correct answer is D. No explanation provided.",Low,UNKNOWN
9492280859,Q5,D,B,False,Guess,"The student selected D, but the correct answer is B. No explanation provided.",Low,UNKNOWN
9492280859,Q6,B,D,False,Guess,"The student selected B, but the correct answer is D. No explanation provided.",Low,UNKNOWN
9492280859,Q7,A,B,False,Guess,"The student selected A, but the correct answer is B. No explanation provided.",Low,UNKNOWN
9492280859,Q8,A,A,True,None,The student selected the correct answer A.,High,UNKNOWN
9492280859,Q9,B,A,False,Guess,"The student selected B, but the correct answer is A. No explanation provided.",Low,UNKNOWN
9492280859,Q10,B,B,True,None,The student selected the correct answer B.,High,UNKNOWN
9492280859,Q11,C,D,False,Guess,"The student selected C, but the correct answer is D. No explanation provided.",Low,UNKNOWN
9492280859,Q12,B,B,True,None,The student selected the correct answer B.,High,UNKNOWN
9492280859,Q13,B,A,False,Guess,"The student selected B, but the correct answer is A. No explanation provided.",Low,UNKNOWN
9492280859,Q14,A,B,False,Guess,"The student selected A, but the correct answer is B. No explanation provided.",Low,UNKNOWN
9492280859,Q15,C,C,True,None,The student selected the correct answer C.,High,UNKNOWN
9492280859,Q16,D,D,True,None,The student selected the correct answer D.,High,UNKNOWN
9492280859,Q17,B,C,False,Guess,"The student selected B, but the correct answer is C. No explanation provided.",Low,UNKNOWN
9492280859,Q18,B,A,False,Guess,"The student selected B, but the correct answer is A. No explanation provided.",Low,UNKNOWN
9492280859,Q19,A,B,False,Guess,"The student selected A, but the correct answer is B. No explanation provided.",Low,UNKNOWN
9492280859,Q20,C,C,True,None,The student selected the correct answer C.,High,UNKNOWN
9492280859,Q21,B,C,False,Guess,"The student selected B, but the correct answer is C. No explanation provided.",Low,UNKNOWN
9492280859,Q22,C,C,True,None,The student selected the correct answer C.,High,UNKNOWN
9492280859,Q23,C,A,False,Guess,"The student selected C, but the correct answer is A. No explanation provided.",Low,UNKNOWN
9492280859,Q24,B,A,False,Guess,"The student selected B, but the correct answer is A. No explanation provided.",Low,UNKNOWN
9492280859,Q25,D,D,True,None,The student selected the correct answer D.,High,UNKNOWN
9492280859,Q26,A,B,False,Guess,"The student selected A, but the correct answer is B. No explanation provided.",Low,UNKNOWN
9492280859,Q27,B,B,True,None,The student selected the correct answer B.,High,UNKNOWN
9492280859,Q28,A,A,True,None,The student selected the correct answer A.,High,UNKNOWN
9492280859,Q29,D,C,False,Guess,"The student selected D, but the correct answer is C. No explanation provided.",Low,UNKNOWN
9492280859,Q30,B,D,False,Guess,"The student selected B, but the correct answer is D. No explanation provided.",Low,UNKNOWN
9492280859,Q31,B,B,True,None,The student selected the correct answer B.,High,UNKNOWN
9492280859,Q32,A,A,True,None,The student selected the correct answer A.,High,UNKNOWN
9492280859,Q33,D,C,False,Guess,"The student selected D, but the correct answer is C. No explanation provided.",Low,UNKNOWN
9492280859,Q34,C,C,True,None,The student selected the correct answer C.,High,UNKNOWN
9492280859,Q35,D,A,False,Guess,"The student selected D, but the correct answer is A. No explanation provided.",Low,UNKNOWN
9492280859,Q36,C,C,True,None,The student selected the correct answer C.,High,UNKNOWN
9492280859,Q37,B,D,False,Guess,"The student selected B, but the correct answer is D. No explanation provided.",Low,UNKNOWN
9492280859,Q38,B,B,True,None,The student selected the correct answer B.,High,UNKNOWN
9492280859,Q39,A,A,True,None,The student selected the correct answer A.,High,UNKNOWN
9492280859,Q40,C,C,True,None,The student selected the correct answer C.,High,UNKNOWN
9492280859,Q41,B,D,False,Guess,"The student selected B, but the correct answer is D. No explanation provided.",Low,UNKNOWN
9492280859,Q42,C,C,True,None,The student selected the correct answer C.,High,UNKNOWN
9492280859,Q43,C,A,False,Guess,"The student selected C, but the correct answer is A. No explanation provided.",Low,UNKNOWN
9492280859,Q44,B,B,True,None,The student selected the correct answer B.,High,UNKNOWN
9492280859,Q45,B,B,True,None,The student selected the correct answer B.,High,UNKNOWN
273300,Q1,B,B,True,None,The student selected the correct option B.,Medium,UNKNOWN
273300,Q2,C,C,True,None,The student selected the correct option C.,Medium,UNKNOWN
273300,Q3,B,B,True,None,The student selected the correct option B.,Medium,UNKNOWN
273300,Q4,A,D,False,Guess,"The student selected option A, but the correct option is D.",Low,UNKNOWN
273300,Q5,D,B,False,Guess,"The student selected option D, but the correct option is B.",Low,UNKNOWN
273300,Q6,D,D,True,None,The student selected the correct option D.,Medium,UNKNOWN
273300,Q7,D,B,False,Guess,"The student selected option D, but the correct option is B.",Low,UNKNOWN
273300,Q8,A,A,True,None,The student selected the correct option A.,Medium,UNKNOWN
273300,Q9,C,A,False,Guess,"The student selected option C, but the correct option is A.",Low,UNKNOWN
273300,Q10,B,B,True,None,The student selected the correct option B.,Medium,UNKNOWN
273300,Q11,D,D,True,None,The student selected the correct option D.,Medium,UNKNOWN
