student_id,question_id,selected_option,correct_option,is_correct,status,attempted,key_concept,difficulty_tag
279200,Q1,D,D,True,Correct,True,,Easy
279200,Q2,B,C,False,Incorrect,True,,Hard
279200,Q3,B,D,False,Incorrect,True,,Hard
279200,Q4,D,D,True,Correct,True,,Hard
279200,Q5,B,B,True,Correct,True,,Hard
279200,Q6,A,A,True,Correct,True,,Medium
279200,Q7,B,C,False,Incorrect,True,,Hard
279200,Q8,D,D,True,Correct,True,,Medium
279200,Q9,A,A,True,Correct,True,,Medium
279200,Q10,B,B,True,Correct,True,,Hard
279200,Q11,A,A,True,Correct,True,,Easy
279200,Q12,C,C,True,Correct,True,,Medium
279200,Q13,B,B,True,Correct,True,,Hard
279200,Q14,D,A,False,Incorrect,True,,Hard
279200,Q15,A,A,True,Correct,True,,Hard
279200,Q16,B,A,False,Incorrect,True,,Hard
279200,Q17,C,C,True,Correct,True,,Hard
279200,Q18,D,D,True,Correct,True,,Hard
279200,Q19,A,A,True,Correct,True,,Medium
279200,Q20,D,D,True,Correct,True,,Hard
279200,Q21,D,D,True,Correct,True,,Medium
279200,Q22,D,B,False,Incorrect,True,,Medium
279200,Q23,C,C,True,Correct,True,,Hard
279200,Q24,C,D,False,Incorrect,True,,Hard
279200,Q25,A,C,False,Incorrect,True,,Easy
279200,Q26,C,C,True,Correct,True,,Medium
279200,Q27,C,D,False,Incorrect,True,,Hard
279200,Q28,B,B,True,Correct,True,,Easy
279200,Q29,A,A,True,Correct,True,,Medium
279200,Q30,B,C,False,Incorrect,True,,Hard
279200,Q31,C,C,True,Correct,True,,Easy
279200,Q32,C,C,True,Correct,True,,Medium
279200,Q33,D,D,True,Correct,True,,Medium
279200,Q34,B,B,True,Correct,True,,Easy
279200,Q35,D,D,True,Correct,True,,Medium
279200,Q36,C,C,True,Correct,True,,Easy
279200,Q37,A,A,True,Correct,True,,Hard
279200,Q38,D,A,False,Incorrect,True,,Hard
279200,Q39,B,D,False,Incorrect,True,,Hard
279200,Q40,A,A,True,Correct,True,,Easy
279200,Q41,D,A,False,Incorrect,True,,Hard
279200,Q42,C,C,True,Correct,True,,Medium
279200,Q43,A,A,True,Correct,True,,Medium
279200,Q44,D,D,True,Correct,True,,Easy
279200,Q45,B,B,True,Correct,True,,Easy
981995,Q1,A,D,False,Incorrect,True,,Easy
981995,Q2,B,C,False,Incorrect,True,,Hard
981995,Q3,C,D,False,Incorrect,True,,Hard
981995,Q4,B,D,False,Incorrect,True,,Hard
981995,Q5,A,B,False,Incorrect,True,,Hard
981995,Q6,A,A,True,Correct,True,,Medium
981995,Q7,C,C,True,Correct,True,,Hard
981995,Q8,C,D,False,Incorrect,True,,Medium
981995,Q9,A,A,True,Correct,True,,Medium
981995,Q10,C,B,False,Incorrect,True,,Hard
981995,Q11,A,A,True,Correct,True,,Easy
981995,Q12,C,C,True,Correct,True,,Medium
