student_id,question_id,selected_option,correct_option,is_correct,status,attempted,key_concept,difficulty_tag
281600,Q1,D,D,True,Correct,True,Factor Theorem and Polynomials,Hard
281600,Q2,B,B,True,Correct,True,Quadratic Equations and Roots,Medium
281600,Q3,A,A,True,Correct,True,Polynomial Remainder Theorem,Medium
281600,Q4,B,A,False,Incorrect,True,Systems of Linear Equations - Infinite Solutions,Hard
281600,Q5,A,A,True,Correct,True,UNKNOWN,Medium
281600,Q6,D,D,True,Correct,True,Fractions,Easy
281600,Q7,D,D,True,Correct,True,Work and Time,Hard
281600,Q8,C,B,False,Incorrect,True,Polynomials,Hard
281600,Q9,B,C,False,Incorrect,True,Roots of equation,Hard
281600,Q10,A,A,True,Correct,True,Linear Equations,Hard
281600,Q11,A,A,True,Correct,True,Roots of equation,Easy
281600,Q12,D,C,False,Incorrect,True,Algebraic manipulation,Hard
281600,Q13,A,D,False,Incorrect,True,Completing the Square,Hard
281600,Q14,A,C,False,Incorrect,True,Roots of equation,Hard
281600,Q15,C,C,True,Correct,True,Linear Equations,Easy
281600,Q16,A,A,True,Correct,True,Quadratic Equations,Hard
281600,Q17,C,C,True,Correct,True,System of Equations,Hard
281600,Q18,C,C,True,Correct,True,Linear Equations,Easy
281600,Q19,C,C,True,Correct,True,Number Systems,Easy
281600,Q20,B,B,True,Correct,True,Discriminant,Hard
281600,Q21,B,B,True,Correct,True,Ratio and Proportion,Medium
281600,Q22,D,D,True,Correct,True,Area of rectangle,Medium
281600,Q23,B,D,False,Incorrect,True,Polynomial Division,Hard
281600,Q24,D,B,False,Incorrect,True,Roots of Polynomials,Hard
281600,Q25,C,C,True,Correct,True,Ratio and Proportion,Medium
281600,Q26,C,C,True,Correct,True,UNKNOWN,Easy
281600,Q27,B,D,False,Incorrect,True,UNKNOWN,Hard
281600,Q28,D,D,True,Correct,True,UNKNOWN,Hard
281600,Q29,D,D,True,Correct,True,UNKNOWN,Easy
281600,Q30,D,D,True,Correct,True,UNKNOWN,Easy
283800,Q1,C,D,False,Incorrect,True,Factor Theorem and Polynomials,Hard
283800,Q2,B,B,True,Correct,True,Quadratic Equations and Roots,Medium
283800,Q3,B,A,False,Incorrect,True,Polynomial Remainder Theorem,Medium
283800,Q4,A,A,True,Correct,True,Systems of Linear Equations - Infinite Solutions,Hard
283800,Q5,A,A,True,Correct,True,UNKNOWN,Medium
283800,Q6,D,D,True,Correct,True,Fractions,Easy
283800,Q7,A,D,False,Incorrect,True,Work and Time,Hard
283800,Q8,B,B,True,Correct,True,Polynomials,Hard
283800,Q9,D,C,False,Incorrect,True,Roots of equation,Hard
283800,Q10,A,A,True,Correct,True,Linear Equations,Hard
283800,Q11,A,A,True,Correct,True,Roots of equation,Easy
283800,Q12,A,C,False,Incorrect,True,Algebraic manipulation,Hard
283800,Q13,A,D,False,Incorrect,True,Completing the Square,Hard
283800,Q14,D,C,False,Incorrect,True,Roots of equation,Hard
283800,Q15,C,C,True,Correct,True,Linear Equations,Easy
283800,Q16,A,A,True,Correct,True,Quadratic Equations,Hard
283800,Q17,D,C,False,Incorrect,True,System of Equations,Hard
283800,Q18,C,C,True,Correct,True,Linear Equations,Easy
283800,Q19,C,C,True,Correct,True,Number Systems,Easy
283800,Q20,A,B,False,Incorrect,True,Discriminant,Hard
283800,Q21,B,B,True,Correct,True,Ratio and Proportion,Medium
283800,Q22,D,D,True,Correct,True,Area of rectangle,Medium
283800,Q23,A,D,False,Incorrect,True,Polynomial Division,Hard
283800,Q24,B,B,True,Correct,True,Roots of Polynomials,Hard
283800,Q25,C,C,True,Correct,True,Ratio and Proportion,Medium
283800,Q26,C,C,True,Correct,True,UNKNOWN,Easy
283800,Q27,D,D,True,Correct,True,UNKNOWN,Hard
283800,Q28,A,D,False,Incorrect,True,UNKNOWN,Hard
283800,Q29,D,D,True,Correct,True,UNKNOWN,Easy
283800,Q30,D,D,True,Correct,True,UNKNOWN,Easy
271200,Q1,B,D,False,Incorrect,True,Factor Theorem and Polynomials,Hard
271200,Q2,B,B,True,Correct,True,Quadratic Equations and Roots,Medium
